sample_index,operator,group_count,macro_probability_tv,maximum_group_weight_relative_error
100,weighted_arithmetic,3,0.04833270810432539,0.6531320139278045
100,exponential_mean,3,5.551115123125783e-17,1.1657139277847575e-16
100,weighted_median,3,0.19434403899658712,0.571439627265515
100,minimum,3,0.028365141166648837,1.666127995130684
101,weighted_arithmetic,8,0.4827720618591197,0.904473373857792
101,exponential_mean,8,1.7889335846010823e-17,1.860307721664428e-16
101,weighted_median,8,0.47050160790383494,0.8704531249334286
101,minimum,8,0.055900893673336664,3.142523306125942
102,weighted_arithmetic,6,0.2020695029344645,0.7048584810902115
102,exponential_mean,6,9.020562075079397e-17,3.7579106691057866e-16
102,weighted_median,6,0.11107888974246515,0.7059303263011389
102,minimum,6,0.13838364018079027,3.76758807915695
103,weighted_arithmetic,4,0.06403406407637133,0.5718545899088755
103,exponential_mean,4,2.7755575615628914e-17,2.1733663891702723e-16
103,weighted_median,4,0.11559424992665678,0.6727959942451358
103,minimum,4,0.15060125770620453,4.32772542692906
104,weighted_arithmetic,6,0.09665981029672287,0.3468283575296317
104,exponential_mean,6,8.543513119185775e-17,2.1089673249618692e-16
104,weighted_median,6,0.12081339551598151,0.5854788110038348
104,minimum,6,0.1122840128197648,2.118418001807304
105,weighted_arithmetic,2,0.0765212607286006,0.61031090397639
105,exponential_mean,2,5.551115123125783e-17,4.3443547891770147e-16
105,weighted_median,2,0.03819630205311944,0.5514633631828458
105,minimum,2,0.061996439587767266,9.037412198140746
106,weighted_arithmetic,2,0.013707427221503976,0.4642053228498392
106,exponential_mean,2,8.326672684688674e-17,2.1824345579395694e-16
106,weighted_median,2,0.010654277415258484,0.13152043990511367
106,minimum,2,0.08950588434051163,2.808428809401095
107,weighted_arithmetic,8,0.04454802403547756,0.48607520947445965
107,exponential_mean,8,1.3747683547116196e-16,4.340360497168412e-16
107,weighted_median,8,0.22822567192641027,0.805184372139116
107,minimum,8,0.3309952132770094,8.263986964283491
108,weighted_arithmetic,5,0.06950845792817674,0.5053019269745027
108,exponential_mean,5,6.245004513516506e-17,2.016867442962559e-16
108,weighted_median,5,0.14842349481128547,0.5902364365960941
108,minimum,5,0.24259072845537843,4.934754592042001
109,weighted_arithmetic,8,0.06351556708520664,0.5138270376570943
109,exponential_mean,8,7.979727989493313e-17,1.5121757979058096e-16
109,weighted_median,8,0.16291207974489405,0.6196594873284847
109,minimum,8,0.17394807945462248,5.272234650717432
110,weighted_arithmetic,6,0.1936935684530724,0.8022289041916182
110,exponential_mean,6,4.163336342344337e-17,3.4130114039812714e-16
110,weighted_median,6,0.30875124024208617,0.8916778462763898
110,minimum,6,0.22874319103378737,12.746820714685512
111,weighted_arithmetic,6,0.08025238463194889,0.49319724370196133
111,exponential_mean,6,3.469446951953614e-18,2.2187134329211863e-16
111,weighted_median,6,0.04259304181208848,0.45330330008033276
111,minimum,6,0.08657931700525066,3.60313390241312
112,weighted_arithmetic,7,0.1139359507053081,0.6747941427125961
112,exponential_mean,7,9.367506770274758e-17,2.4262883084579603e-16
112,weighted_median,7,0.19749895405568296,0.8109599377568106
112,minimum,7,0.1588421595168559,1.668178899913449
113,weighted_arithmetic,7,0.1356232933845521,0.6590358169847257
113,exponential_mean,7,8.673617379884035e-17,2.1003958997867214e-16
113,weighted_median,7,0.10080810053457712,0.5355351457988508
113,minimum,7,0.1132318989570135,2.3922992305588577
114,weighted_arithmetic,8,0.1570351187621348,0.605623715007201
114,exponential_mean,8,1.431146867680866e-17,1.5009870033969623e-16
114,weighted_median,8,0.19280372604311002,0.7971149131418142
114,minimum,8,0.1691326293107926,4.478568169463914
115,weighted_arithmetic,3,0.12786071968705326,0.6657195973301795
115,exponential_mean,3,1.3877787807814457e-17,2.6565009270909273e-16
115,weighted_median,3,0.3388857709075559,0.813014470585993
115,minimum,3,0.1945437385330801,6.019591222026117
